GAL,uniprot,gene,Megakaryocyte,Dendritic cell,NK cell,Monocyte,NK T cell,T cell CD4,T cell CD8,B cell
 ,,CTB.13F3.1,0,0,0,0,0,0,0,0
NRCAM,Q92823,NRCAM,0,0,0,0,0,0,0,0
PNPLA8,Q9NP80,PNPLA8,0,0,0,0,0,0,0,0
THAP5,Q7Z6K1,THAP5,0,0,0,0,0,0,0,0
DNAJB9,Q9UBS3,DNAJB9,0,0,0,0,0,0,0,0
 ,Q96T52,IMMP2L,0,0,0,0,0,0,0,0
LRRN3,Q9H3W5,LRRN3,0,0,0,0,0,0,0,0
 ,Q8N1I0,DOCK4,0,0,0,0,0,0,0,0
 ,,DOCK4.AS1,0,0,0,0,0,0,0,0
ZNF277,Q9NRM2,ZNF277,0,0,0,0,0,0,0,0
IFRD1,O00458,IFRD1,0,99999,0,0,0,0,99999,99999
LSMEM1,Q8N8F7,LSMEM1,0,0,0,0,0,0,0,0
 ,Q9H0V1,TMEM168,0,0,0,0,0,0,0,0
 ,,C7orf60,0,0,0,0,0,0,0,0
GPR85,P60893,GPR85,0,0,0,0,0,0,0,0
 ,,LINC00998,0,0,0,0,0,0,0,0
MDFIC,Q9P1T7,MDFIC,0,0,0,0,0,0,0,0
 ,,LINC01392,0,0,0,0,0,0,0,0
 ,,LINC01393,0,0,0,0,0,0,0,0
TFEC,O14948,TFEC,0,0,0,0,0,0,0,0
TES,Q9UGI8,TES,0,99999,0,0,0,0,0,0
CAV2,P51636,CAV2,0,0,0,0,0,0,0,0
 ,Q03135,CAV1,0,0,0,0,0,0,0,0
 ,P08581,MET,0,0,0,0,0,0,0,0
CAPZA2,P47755,CAPZA2,0,99999,0,0,0,0,0,0
 ,,ST7.AS1,0,0,0,0,0,0,0,0
ST7,Q9NRC1,ST7,0,0,0,0,0,0,0,0
 ,Q8WZ74,CTTNBP2,0,0,0,0,0,0,0,0
LSM8,O95777,LSM8,0,99999,0,0,0,0,0,0
ANKRD7,Q92527,ANKRD7,0,0,0,0,0,0,0,0
ING3,Q9NXR8,ING3,0,0,0,0,0,0,0,0
CPED1,A4D0V7,CPED1,0,0,0,0,0,0,0,0
 ,Q9UBV4,WNT16,0,0,0,0,0,0,0,0
 ,Q92520,FAM3C,0,0,0,0,0,0,0,0
 ,Q9UDR5,AASS,0,0,0,0,0,0,0,0
IQUB,Q8NA54,IQUB,0,0,0,0,0,0,0,0
NDUFA5,Q16718,NDUFA5,0,0,0,0,0,0,0,0
ASB15,Q8WXK1,ASB15,0,0,0,0,0,0,0,0
 ,,RP11.390E23.3,0,0,0,0,0,0,0,0
 ,Q6P5Q4,LMOD2,0,0,0,0,0,0,0,0
WASL,O00401,WASL,0,0,0,0,0,0,0,0
 ,,RP11.390E23.6,0,0,0,0,0,0,0,0
GPR37,O15354,GPR37,0,0,0,0,0,0,0,0
POT1,Q9NUX5,POT1,0,0,0,0,0,0,0,0
 ,,POT1.AS1,0,0,0,0,0,0,0,0
ZNF800,Q2TB10,ZNF800,0,0,0,0,0,0,0,0
 ,,AC000123.4,0,0,0,0,0,0,0,0
GCC1,Q96CN9,GCC1,0,0,0,0,0,0,0,0
ARF5,P84085,ARF5,99999,99999,99999,99999,0,0,0,0
FSCN3,Q9NQT6,FSCN3,0,0,0,0,0,0,0,0
 ,,AC073934.6,0,0,0,0,0,0,0,0
SND1,Q7KZF4,SND1,0,99999,0,0,0,0,0,0
 ,,SND1.IT1,0,0,0,0,0,0,0,0
 ,Q9HBW1,LRRC4,0,0,0,0,0,0,0,0
RBM28,Q9NW13,RBM28,0,0,0,0,0,0,0,0
PRRT4,C9JH25,PRRT4,0,0,0,0,0,0,0,0
IMPDH1,P20839,IMPDH1,0,99999,0,0,0,0,0,0
HILPDA,Q9Y5L2,HILPDA,0,0,0,0,0,0,0,0
METTL2B,Q6P1Q9,METTL2B,0,0,0,0,0,0,0,0
 ,,RP11.212P7.2,0,0,0,0,0,0,0,0
 ,,RP11.274B21.10,0,0,0,0,0,0,0,0
FAM71F2,,FAM71F2,0,0,0,0,0,0,0,0
 ,,RP11.274B21.9,0,0,0,0,0,0,0,0
CALU,O43852,CALU,0,0,0,0,0,0,0,0
OPN1SW,P03999,OPN1SW,0,0,0,0,0,0,0,0
 ,Q96JN2,CCDC136,0,0,0,0,0,0,0,0
 ,Q14315,FLNC,0,0,0,0,0,0,0,0
 ,Q6ZWJ8,KCP,0,0,0,0,0,0,0,0
ATP6V1F,Q16864,ATP6V1F,0,99999,0,99999,0,0,0,0
 ,,RP11.309L24.4,0,0,0,0,0,0,0,0
IRF5,Q13568,IRF5,0,99999,0,0,0,0,0,0
 ,,RP11.309L24.10,0,0,0,0,0,0,0,0
 ,Q9Y5L0,TNPO3,0,0,0,0,0,0,0,0
 ,Q86UF1,TSPAN33,0,0,0,0,0,0,0,0
SMO,Q99835,SMO,0,0,0,0,0,0,0,0
AHCYL2,Q96HN2,AHCYL2,0,0,0,0,0,0,0,0
 ,Q9ULQ0,STRIP2,0,0,0,0,0,0,0,0
 ,H3BMG3,SMKR1,0,0,0,0,0,0,0,0
 ,,RP11.448A19.1,0,0,0,0,0,0,0,0
NRF1,Q14494,NRF1,0,0,0,0,0,0,0,0
UBE2H,P62256,UBE2H,0,0,0,0,0,0,0,0
 ,,RP11.306G20.1,0,0,0,0,0,0,0,0
ZC3HC1,Q86WB0,ZC3HC1,0,0,0,0,0,0,0,0
KLHDC10,Q6PID8,KLHDC10,0,0,0,0,0,0,0,0
 ,,RP11.775D22.2,0,0,0,0,0,0,0,0
TMEM209,Q96SK2,TMEM209,0,0,0,0,0,0,0,0
 ,,RP11.775D22.3,0,0,0,0,0,0,0,0
CPA5,Q8WXQ8,CPA5,0,0,0,0,0,0,0,0
CPA1,P15085,CPA1,0,0,0,0,0,0,0,0
CEP41,Q9BYV8,CEP41,0,0,0,0,0,0,0,0
 ,,MESTIT1,0,0,0,0,0,0,0,0
MEST,Q5EB52,MEST,0,0,0,0,0,0,0,0
 ,,RP11.2E11.6,0,0,0,0,0,0,0,0
 ,Q9UBF2,COPG2,0,0,0,0,0,0,0,0
 ,,RP11.2E11.9,0,0,0,0,0,0,0,0
TSGA13,Q96PP4,TSGA13,0,0,0,0,0,0,0,0
KLF14,Q3SY56,KLF14,0,0,0,0,0,0,0,0
 ,,RP11.36B6.1,0,0,0,0,0,0,0,0
 ,,AC016831.7,0,0,0,0,0,0,0,0
 ,,AC058791.1,0,0,0,0,0,0,0,0
 ,,RP11.138A9.1,0,0,0,0,0,0,0,0
 ,,RP11.138A9.2,0,0,0,0,0,0,0,0
 ,,LINC.PINT,0,0,0,0,0,0,0,0
 ,Q9UL63,MKLN1,0,0,0,0,0,0,0,0
 ,,RP11.180C16.1,0,0,0,0,0,0,0,0
 ,O00592,PODXL,0,0,0,0,0,0,0,0
PLXNA4,Q9HCM2,PLXNA4,0,0,0,0,0,0,0,0
CHCHD3,Q9NX63,CHCHD3,0,99999,0,0,0,0,0,0
EXOC4,Q96A65,EXOC4,0,0,0,0,0,0,0,0
 ,Q96M69,LRGUK,0,0,0,0,0,0,0,0
SLC35B4,Q969S0,SLC35B4,0,0,0,0,0,0,0,0
 ,,RP11.38M8.1,0,0,0,0,0,0,0,0
AKR1B1,P15121,AKR1B1,0,99999,0,0,0,0,0,0
BPGM,P07738,BPGM,0,0,0,0,0,0,0,0
CALD1,Q05682,CALD1,0,0,0,0,0,0,0,0
 ,Q8NEM8,AGBL3,0,0,0,0,0,0,0,0
 ,,C7orf49,0,0,0,0,0,0,0,0
TMEM140,Q9NV12,TMEM140,0,0,0,0,0,0,0,0
 ,,RP11.134L10.1,0,0,0,0,0,0,0,0
WDR91,A4D1P6,WDR91,0,0,0,0,0,0,0,0
 ,,AC009542.2,0,0,0,0,0,0,0,0
CNOT4,O95628,CNOT4,0,0,0,0,0,0,0,0
 ,Q92621,NUP205,0,0,0,0,0,0,0,0
 ,,C7orf73,0,99999,0,0,0,0,0,0
SLC13A4,Q9UKG4,SLC13A4,0,0,0,0,0,0,0,0
 ,,RP11.644N4.1,0,0,0,0,0,0,0,0
MTPN,P58546,MTPN,99999,99999,0,99999,0,0,0,99999
 ,,AC024084.1,0,0,0,0,0,0,0,0
 ,,AC009784.3,0,0,0,0,0,0,0,0
 ,,AC090498.1,99999,99999,99999,99999,99999,99999,99999,99999
CREB3L2,Q70SY1,CREB3L2,0,0,0,0,0,0,0,0
TRIM24,O15164,TRIM24,0,0,0,0,0,0,0,0
 ,Q8N434,SVOPL,0,0,0,0,0,0,0,0
 ,Q9HBG4,ATP6V0A4,0,0,0,0,0,0,0,0
 ,Q9HCM3,KIAA1549,0,0,0,0,0,0,0,0
ZC3HAV1L,Q96H79,ZC3HAV1L,0,0,0,0,0,0,0,0
ZC3HAV1,Q7Z2W4,ZC3HAV1,0,0,0,0,0,0,0,0
TTC26,A0AVF1,TTC26,0,0,0,0,0,0,0,0
 ,Q6ZU65,UBN2,0,0,0,0,0,0,0,0
 ,,C7orf55,0,0,0,0,0,0,0,0
LUC7L2,Q9Y383,LUC7L2,0,0,0,0,0,0,0,0
 ,,C7orf55.LUC7L2,0,0,0,0,0,0,0,0
 ,,RP11.634H22.1,0,0,0,0,0,0,0,0
 ,Q9H2X6,HIPK2,0,0,0,0,0,0,0,0
TBXAS1,P24557,TBXAS1,0,99999,0,0,0,0,0,0
 ,Q9H0J9,PARP12,0,0,0,0,0,0,0,0
KDM7A,Q6ZMT4,KDM7A,0,0,0,0,0,0,0,0
 ,,JHDM1D.AS1,0,0,0,0,0,0,0,0
SLC37A3,Q8NCC5,SLC37A3,0,0,0,0,0,0,0,0
 ,A4D1S5,RAB19,0,0,0,0,0,0,0,0
MKRN1,Q9UHC7,MKRN1,0,99999,0,0,0,0,0,0
ADCK2,Q7Z695,ADCK2,0,0,0,0,0,0,0,0
NDUFB2,O95178,NDUFB2,99999,99999,99999,99999,99999,0,99999,0
 ,,NDUFB2.AS1,0,0,0,0,0,0,0,0
BRAF,P15056,BRAF,0,0,0,0,0,0,0,0
MRPS33,Q9Y291,MRPS33,0,0,0,0,0,0,0,0
 ,H3BS89,TMEM178B,0,0,0,0,0,0,0,0
AGK,Q53H12,AGK,0,0,0,0,0,0,0,0
 ,,RP5.894A10.2,0,0,0,0,0,0,0,0
KIAA1147,,KIAA1147,0,0,0,0,0,0,0,0
 ,,WEE2.AS1,0,0,0,0,0,0,0,0
 ,P0C1S8,WEE2,0,0,0,0,0,0,0,0
SSBP1,Q04837,SSBP1,0,99999,0,0,0,0,0,0
TAS2R4,Q9NYW5,TAS2R4,0,0,0,0,0,0,0,0
TAS2R5,Q9NYW4,TAS2R5,0,0,0,0,0,0,0,0
 ,O43451,MGAM,0,0,0,0,0,0,0,0
CLEC5A,Q9NY25,CLEC5A,0,0,0,0,0,0,0,0
 ,,TRBV1,0,0,0,0,0,0,0,0
 ,A0A1B0GX68,TRBV2,0,0,0,0,0,0,0,0
 ,,TRBV3.1,0,0,0,0,0,0,0,0
 ,,TRBV4.1,0,0,0,0,0,0,0,0
 ,,TRBV5.1,0,0,0,0,0,0,0,0
 ,,TRBV6.1,0,0,0,0,0,0,0,0
 ,,TRBV7.1,0,0,0,0,0,0,0,0
 ,,TRBV4.2,0,0,0,0,0,0,0,0
 ,,TRBV6.2,0,0,0,0,0,0,0,0
 ,,TRBV7.2,0,0,0,0,0,0,0,0
 ,,TRBV6.4,0,0,0,0,0,0,0,0
 ,,TRBV7.3,0,0,0,0,0,0,0,0
 ,A0A0B4J1U6,TRBV9,0,0,0,0,0,0,0,0
 ,,TRBV10.1,0,0,0,0,0,0,0,0
 ,,TRBV11.1,0,0,0,0,0,0,0,0
 ,,TRBV12.1,0,0,0,0,0,0,0,0
 ,,TRBV10.2,0,0,0,0,0,0,0,0
 ,,TRBV11.2,0,0,0,0,0,0,0,0
 ,,TRBV12.2,0,0,0,0,0,0,0,0
 ,,TRBV6.5,0,0,0,0,0,0,0,0
 ,,TRBV7.4,0,0,0,0,0,0,0,0
 ,,TRBV5.4,0,0,0,0,0,0,0,0
 ,,TRBV6.6,0,0,0,0,0,0,0,0
 ,,TRBV7.5,0,0,0,0,0,0,0,0
 ,,TRBV5.5,0,0,0,0,0,0,0,0
 ,,TRBV6.7,0,0,0,0,0,0,0,0
 ,,TRBV7.6,0,0,0,0,0,0,0,0
 ,,TRBV5.6,0,0,0,0,0,0,0,0
 ,,TRBV6.8,0,0,0,0,0,0,0,0
 ,,TRBV7.7,0,0,0,0,0,0,0,0
 ,,TRBV7.9,0,0,0,0,0,0,0,0
 ,A0A0A6YYD4,TRBV13,0,0,0,0,0,0,0,0
 ,,TRBV10.3,0,0,0,0,0,0,0,0
 ,,TRBV11.3,0,0,0,0,0,0,0,0
 ,,TRBV12.3,0,0,0,0,0,0,0,0
 ,,TRBV12.4,0,0,0,0,0,0,0,0
 ,,TRBV12.5,0,0,0,0,0,0,0,0
 ,A0A5B0,TRBV14,0,0,0,0,0,0,0,0
 ,,TRBV15,0,0,0,0,0,0,0,0
 ,A0A087WV62,TRBV16,0,0,0,0,0,0,0,0
 ,A0A087X0M5,TRBV18,0,0,0,0,0,0,0,0
 ,A0A075B6N1,TRBV19,0,0,0,0,0,0,0,0
 ,,TRBV20.1,0,0,0,0,0,0,0,0
 ,,TRBV21.1,0,0,0,0,0,0,0,0
 ,,TRBV22.1,0,0,0,0,0,0,0,0
 ,,TRBV23.1,0,0,0,0,0,0,0,0
 ,,TRBV24.1,0,0,0,0,0,0,0,0
 ,P0CJ73,MTRNR2L6,0,0,0,0,0,0,0,0
 ,,TRBV25.1,0,0,0,0,0,0,0,0
 ,,TRBVB,0,0,0,0,0,0,0,0
 ,A0A0K0K1C4,TRBV27,0,0,0,0,0,0,0,0
 ,A0A5B6,TRBV28,0,0,0,0,0,0,0,0
TRBC1,P01850,TRBC1,0,0,0,0,0,0,0,0
 ,,TRBV29.1,0,0,0,0,0,0,0,0
 ,,TRBJ1.1,0,0,0,0,0,0,0,0
 ,,TRBJ1.2,0,0,0,0,0,0,0,0
 ,,TRBJ1.3,0,0,0,0,0,0,0,0
 ,,TRBJ1.4,0,0,0,0,0,0,0,0
 ,,TRBJ1.5,0,0,0,0,0,0,0,0
 ,,TRBJ1.6,0,0,0,0,0,0,0,0
 ,,TRBJ2.1,0,0,0,0,0,0,0,0
 ,,TRBJ2.2,0,0,0,0,0,0,0,0
 ,,TRBJ2.3,0,0,0,0,0,0,0,0
 ,,TRBJ2.4,0,0,0,0,0,0,0,0
 ,,TRBJ2.5,0,0,0,0,0,0,0,0
 ,,TRBJ2.6,0,0,0,0,0,0,0,0
 ,,TRBJ2.7,0,0,0,0,0,0,0,0
TRBC2,A0A5B9,TRBC2,0,0,99999,0,99999,99999,99999,99999
 ,A0A0K0K1B3,TRBV30,0,0,0,0,0,0,0,0
EPHB6,O15197,EPHB6,0,0,0,0,0,0,0,0
TRPV6,Q9H1D0,TRPV6,0,0,0,0,0,0,0,0
TRPV5,Q9NQA5,TRPV5,0,0,0,0,0,0,0,0
C7orf34,,C7orf34,0,0,0,0,0,0,0,0
KEL,P23276,KEL,0,0,0,0,0,0,0,0
GSTK1,Q9Y2Q3,GSTK1,99999,99999,0,99999,99999,99999,99999,0
 ,,AC073342.12,0,0,0,0,0,0,0,0
TMEM139,Q8IV31,TMEM139,0,0,0,0,0,0,0,0
CASP2,P42575,CASP2,0,0,0,0,0,0,0,0
CLCN1,P35523,CLCN1,0,0,0,0,0,0,0,0
FAM131B,Q86XD5,FAM131B,0,0,0,0,0,0,0,0
 ,,AC093673.5,0,0,0,0,0,0,0,0
ZYX,Q15942,ZYX,99999,99999,0,99999,0,0,0,0
 ,P21709,EPHA1,0,0,0,0,0,0,0,0
 ,,EPHA1.AS1,0,0,0,0,0,0,0,0
TAS2R60,P59551,TAS2R60,0,0,0,0,0,0,0,0
 ,P59536,TAS2R41,0,0,0,0,0,0,0,0
 ,A4D2H0,CTAGE15,0,0,0,0,0,0,0,0
TCAF2,A6NFQ2,TCAF2,0,0,0,0,0,0,0,0
 ,Q86UF2,CTAGE6,0,0,0,0,0,0,0,0
TCAF1,Q9Y4C2,TCAF1,0,0,0,0,0,0,0,0
 ,Q8IX94,CTAGE4,0,0,0,0,0,0,0,0
 ,A5YM69,ARHGEF35,0,0,0,0,0,0,0,0
 ,,RP4.545C24.1,0,0,0,0,0,0,0,0
 ,,OR2A1.AS1,0,0,0,0,0,0,0,0
 ,Q96R45,OR2A7,0,0,0,0,0,0,0,0
 ,P0CG41,CTAGE8,0,0,0,0,0,0,0,0
ARHGEF5,Q12774,ARHGEF5,0,0,0,0,0,0,0,0
TPK1,Q9H3S4,TPK1,0,0,0,0,0,0,0,0
CNTNAP2,Q9UHC6,CNTNAP2,0,0,0,0,0,0,0,0
 ,,RP5.1136G13.2,0,0,0,0,0,0,0,0
CUL1,Q13616,CUL1,0,0,0,0,0,0,0,0
EZH2,Q15910,EZH2,0,0,0,0,0,0,0,0
 ,,GHET1,0,0,0,0,0,0,0,0
PDIA4,P13667,PDIA4,0,0,0,0,0,0,0,0
ZNF786,Q8N393,ZNF786,0,0,0,0,0,0,0,0
ZNF425,Q6IV72,ZNF425,0,0,0,0,0,0,0,0
ZNF398,Q8TD17,ZNF398,0,0,0,0,0,0,0,0
 ,Q9UDV7,ZNF282,0,0,0,0,0,0,0,0
ZNF212,Q9UDV6,ZNF212,0,0,0,0,0,0,0,0
ZNF783,Q6ZMS7,ZNF783,0,0,0,0,0,0,0,0
 ,,RP11.143I21.1,0,0,0,0,0,0,0,0
ZNF777,Q9ULD5,ZNF777,0,0,0,0,0,0,0,0
ZNF746,Q6NUN9,ZNF746,0,0,0,0,0,0,0,0
 ,A5PL33,KRBA1,0,0,0,0,0,0,0,0
ZNF467,Q7Z7K2,ZNF467,0,0,0,0,0,0,0,0
 ,,SSPO,0,0,0,0,0,0,0,0
 ,O60290,ZNF862,0,0,0,0,0,0,0,0
 ,,RP4.751H13.7,0,0,0,0,0,0,0,0
 ,,ATP6V0E2.AS1,0,0,0,0,0,0,0,0
ATP6V0E2,Q8NHE4,ATP6V0E2,0,0,0,0,0,0,0,0
 ,,RP11.445N20.3,0,0,0,0,0,0,0,0
 ,,RP11.728K20.3,0,0,0,0,0,0,0,0
 ,,RP11.728K20.2,0,0,0,0,0,0,0,0
 ,Q9C0K3,ACTR3C,0,0,0,0,0,0,0,0
LRRC61,Q9BV99,LRRC61,0,0,0,0,0,0,0,0
 ,,ZBED6CL,0,0,0,0,0,0,0,0
 ,,RP4.584D14.5,0,0,0,0,0,0,0,0
 ,Q9BWE0,REPIN1,0,0,0,0,0,0,0,0
ZNF775,Q96BV0,ZNF775,0,0,0,0,0,0,0,0
 ,,RP11.511P7.5,0,0,0,0,0,0,0,0
 ,,LINC00996,0,0,0,0,0,0,0,0
GIMAP8,Q8ND71,GIMAP8,0,0,0,0,0,0,0,0
GIMAP7,Q8NHV1,GIMAP7,0,0,99999,0,99999,99999,99999,0
GIMAP4,Q9NUV9,GIMAP4,0,0,99999,0,99999,0,99999,0
GIMAP6,Q6P9H5,GIMAP6,0,0,0,0,0,0,0,0
GIMAP2,Q9UG22,GIMAP2,0,0,0,0,0,0,0,0
 ,Q8WWP7,GIMAP1,0,0,0,0,0,0,99999,0
GIMAP5,Q96F15,GIMAP5,0,0,0,0,0,0,0,0
TMEM176B,Q3YBM2,TMEM176B,0,0,0,0,0,0,0,0
TMEM176A,Q96HP8,TMEM176A,0,0,0,0,0,0,0,0
KCNH2,Q12809,KCNH2,0,0,0,0,0,0,0,0
NOS3,P29474,NOS3,0,0,0,0,0,0,0,0
 ,Q674R7,ATG9B,0,0,0,0,0,0,0,0
 ,Q9NUT2,ABCB8,0,0,0,0,0,0,0,0
ASIC3,Q9UHC3,ASIC3,0,0,0,0,0,0,0,0
CDK5,Q00535,CDK5,0,0,0,0,0,0,0,0
SLC4A2,P04920,SLC4A2,0,0,0,0,0,0,0,0
 ,,RP11.148K1.12,0,0,0,0,0,0,0,0
FASTK,Q14296,FASTK,0,0,0,0,0,0,0,0
TMUB1,Q9BVT8,TMUB1,0,0,0,0,0,0,0,0
AGAP3,Q96P47,AGAP3,0,0,0,0,0,0,0,0
 ,A6NCM1,IQCA1L,0,0,0,0,0,0,0,0
ABCF2,Q9UG63,ABCF2,0,0,0,0,0,0,0,0
CHPF2,Q9P2E5,CHPF2,0,0,0,0,0,0,0,0
SMARCD3,Q6STE5,SMARCD3,0,0,0,0,0,0,0,0
 ,,RP4.548D19.3,0,0,0,0,0,0,0,0
NUB1,Q9Y5A7,NUB1,0,0,0,0,0,0,0,0
 ,Q86TI4,WDR86,0,0,0,0,0,0,0,0
CRYGN,Q8WXF5,CRYGN,0,0,0,0,0,0,0,0
RHEB,Q15382,RHEB,0,99999,0,0,0,0,0,0
PRKAG2,Q9UGJ0,PRKAG2,0,0,0,0,0,0,0,0
 ,,PRKAG2.AS1,0,0,0,0,0,0,0,0
GALNTL5,Q7Z4T8,GALNTL5,0,0,0,0,0,0,0,0
 ,Q8NCW6,GALNT11,0,0,0,0,0,0,0,0
 ,,RP5.981O7.2,0,0,0,0,0,0,0,0
 ,Q8NEZ4,KMT2C,0,99999,0,0,0,0,0,0
 ,,LINC01003,0,0,0,0,0,0,0,0
XRCC2,O43543,XRCC2,0,0,0,0,0,0,0,0
ACTR3B,Q9P1U1,ACTR3B,0,0,0,0,0,0,0,0
 ,,PAXIP1.AS2,0,0,0,0,0,0,0,0
 ,Q6ZW49,PAXIP1,0,0,0,0,0,0,0,0
 ,,RP11.5C23.1,0,0,0,0,0,0,0,0
 ,,RP11.5C23.2,0,0,0,0,0,0,0,0
 ,,PAXIP1.AS1,0,0,0,0,0,0,0,0
 ,,AC099552.4,0,0,0,0,0,0,0,0
 ,,AC099552.2,0,0,0,0,0,0,0,0
 ,,AC144652.1,0,0,0,0,0,0,0,0
 ,O15503,INSIG1,0,0,0,0,0,0,0,0
 ,A4D250,BLACE,0,0,0,0,0,0,0,0
 ,,AC009403.2,0,0,0,0,0,0,0,0
RBM33,Q96EV2,RBM33,0,0,0,0,0,0,0,0
 ,,LINC01006,0,0,0,0,0,0,0,0
RNF32,Q9H0A6,RNF32,0,0,0,0,0,0,0,0
 ,,AC005534.8,0,0,0,0,0,0,0,0
LMBR1,Q8WVP7,LMBR1,0,0,0,0,0,0,0,0
NOM1,Q5C9Z4,NOM1,0,0,0,0,0,0,0,0
UBE3C,Q15386,UBE3C,0,0,0,0,0,0,0,0
DNAJB6,O75190,DNAJB6,0,99999,0,0,0,0,0,0
 ,,AC006372.5,0,0,0,0,0,0,0,0
 ,,AC006372.6,0,0,0,0,0,0,0,0
 ,Q92932,PTPRN2,0,0,0,0,0,0,0,0
 ,,AC005481.5,0,0,0,0,0,0,0,0
 ,,AC011899.9,0,0,0,0,0,0,0,0
 ,,RP11.452C13.1,0,0,0,0,0,0,0,0
NCAPG2,Q86XI2,NCAPG2,0,0,0,0,0,0,0,0
 ,A0FGR8,ESYT2,0,0,0,0,0,0,0,0
WDR60,,WDR60,0,0,0,0,0,0,0,0
VIPR2,P41587,VIPR2,0,0,0,0,0,0,0,0
PLCXD1,Q9NUJ7,PLCXD1,0,0,0,0,0,0,0,0
GTPBP6,O43824,GTPBP6,0,0,0,0,0,0,0,0
 ,,LINC00685,0,0,0,0,0,0,0,0
PPP2R3B,Q9Y5P8,PPP2R3B,0,0,0,0,0,0,0,0
 ,,RP13.465B17.4,0,0,0,0,0,0,0,0
 ,,RP13.465B17.5,0,0,0,0,0,0,0,0
 ,,RP11.309M23.1,0,0,0,0,0,0,0,0
CRLF2,Q9HC73,CRLF2,0,0,0,0,0,0,0,0
CSF2RA,P15509,CSF2RA,0,99999,0,0,0,0,0,0
IL3RA,P26951,IL3RA,0,0,0,0,0,0,0,0
SLC25A6,P12236,SLC25A6,99999,99999,99999,99999,99999,99999,99999,99999
 ,,LINC00106,0,0,0,0,0,0,0,0
 ,,ASMTL.AS1,0,0,0,0,0,0,0,0
ASMTL,O95671,ASMTL,0,0,0,0,0,0,0,0
P2RY8,Q86VZ1,P2RY8,0,0,0,0,0,0,0,0
AKAP17A,Q02040,AKAP17A,0,0,0,0,0,0,0,0
ASMT,P46597,ASMT,0,0,0,0,0,0,0,0
 ,,RP13.297E16.4,0,0,0,0,0,0,0,0
 ,,RP13.297E16.5,0,0,0,0,0,0,0,0
DHRSX,Q8N5I4,DHRSX,0,0,0,0,0,0,0,0
ZBED1,O96006,ZBED1,0,0,0,0,0,0,0,0
CD99,P14209,CD99,99999,99999,99999,99999,99999,99999,99999,0
XG,P55808,XG,0,0,0,0,0,0,0,0
GYG2,O15488,GYG2,0,0,0,0,0,0,0,0
 ,P51689,ARSD,0,0,0,0,0,0,0,0
 ,,ARSD.AS1,0,0,0,0,0,0,0,0
ARSE,,ARSE,0,0,0,0,0,0,0,0
PRKX,P51817,PRKX,0,0,0,0,0,0,0,0
 ,,PRKX.AS1,0,0,0,0,0,0,0,0
 ,,RP11.706O15.1,0,0,0,0,0,0,0,0
 ,,RP11.706O15.3,0,0,0,0,0,0,0,0
 ,,RP11.706O15.5,0,0,0,0,0,0,0,0
 ,,RP11.706O15.7,0,0,0,0,0,0,0,0
NLGN4X,Q8N0W4,NLGN4X,0,0,0,0,0,0,0,0
PUDP,Q08623,PUDP,0,0,0,0,0,0,0,0
STS,P08842,STS,0,0,0,0,0,0,0,0
PNPLA4,P41247,PNPLA4,0,0,0,0,0,0,0,0
ANOS1,P23352,ANOS1,0,0,0,0,0,0,0,0
TBL1X,O60907,TBL1X,0,0,0,0,0,0,0,0
WWC3,Q9ULE0,WWC3,0,0,0,0,0,0,0,0
CLCN4,P51793,CLCN4,0,0,0,0,0,0,0,0
MID1,O15344,MID1,0,0,0,0,0,0,0,0
 ,,RP11.120D5.1,0,0,0,0,0,0,0,0
HCCS,P53701,HCCS,0,0,0,0,0,0,0,0
ARHGAP6,O43182,ARHGAP6,0,0,0,0,0,0,0,0
 ,,GS1.590J6.3,0,0,0,0,0,0,0,0
MSL3,Q8N5Y2,MSL3,0,0,0,0,0,0,0,0
PRPS2,P11908,PRPS2,0,0,0,0,0,0,0,0
TLR7,Q9NYK1,TLR7,0,0,0,0,0,0,0,0
 ,,TLR8.AS1,0,0,0,0,0,0,0,0
TLR8,Q9NR97,TLR8,0,0,0,0,0,0,0,0
TMSB4X,P62328,TMSB4X,99999,99999,99999,99999,99999,99999,99999,99999
 ,,RP11.791M20.1,0,0,0,0,0,0,0,0
TCEANC,Q8N8B7,TCEANC,0,0,0,0,0,0,0,0
RAB9A,P51151,RAB9A,0,0,0,0,0,0,0,0
TRAPPC2,P0DI81,TRAPPC2,0,0,0,0,0,0,0,0
 ,O75665,OFD1,0,0,0,0,0,0,0,0
GPM6B,Q13491,GPM6B,0,0,0,0,0,0,0,0
 ,,RP1.122K4.3,0,0,0,0,0,0,0,0
GEMIN8,Q9NWZ8,GEMIN8,0,0,0,0,0,0,0,0
FANCB,Q8NB91,FANCB,0,0,0,0,0,0,0,0
MOSPD2,Q8NHP6,MOSPD2,0,0,0,0,0,0,0,0
ASB9,Q96DX5,ASB9,0,0,0,0,0,0,0,0
ASB11,Q8WXH4,ASB11,0,0,0,0,0,0,0,0
 ,P37287,PIGA,0,0,0,0,0,0,0,0
 ,O00625,PIR,0,0,0,0,0,0,0,0
BMX,P51813,BMX,0,0,0,0,0,0,0,0
 ,Q9BYF1,ACE2,0,0,0,0,0,0,0,0
TMEM27,,TMEM27,0,0,0,0,0,0,0,0
CA5B,Q9Y2D0,CA5B,0,0,0,0,0,0,0,0
 ,,INE2,0,0,0,0,0,0,0,0
ZRSR2,Q15696,ZRSR2,0,0,0,0,0,0,0,0
